title,companyName,location,skillsNeeded,category,description,createdAt,id
Content Writing,TradeDog,Work From Home,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,252
Social Media Marketing,WildBazzar,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,253
Fashion Design,"Stealth Mode Startup (San Francisco, United States)",Work From Home,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,254
Sales Specialist,Deepak Marketing,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Engage in client interactions, generate leads, and assist in business growth through effective communication.",2025-09-25 09:35:43.803191,255
Corporate Sales,Nivius Technologies Private Limited,Bangalore,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Engage in client interactions, generate leads, and assist in business growth through effective communication.",2025-09-25 09:35:43.803191,256
Digital Marketing,Statcon Electronics India Limited,Noida,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,257
Executive Assistant,OPTIMERS AQUASOLUTIONS,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Executive Assistant, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,258
Google Pay Integration,NewBeginnings Charitable Trust,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Google Pay Integration, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,259
Civil Engineering,Pro India,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,260
Legal & Compliance,Riskcovry,Mumbai,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Legal & Compliance, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,261
Graphic Design,Startoon Labs Private Limited,Hyderabad,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,262
Sales (Events & Experience),Lohono Stays,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Engage in client interactions, generate leads, and assist in business growth through effective communication.",2025-09-25 09:35:43.803191,263
Content Writing,IRA Consulting,Mumbai,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,264
Law/Legal,Augustus Law,Kolkata,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Law/Legal, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,265
Social Media Marketing,Coffee Table Science,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,266
Business Development (Sales),DevTown,Bangalore,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,267
Technical Project Coordination,Paathshala Spark,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Technical Project Coordination, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,268
Affiliate Marketing,Across The Globe (ATG),Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,269
Search Engine Optimization (SEO),Comit Solution,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Search Engine Optimization (SEO), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,270
Marketing,BeepKart,Chennai,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,271
Media & Public Relations (PR),Life N Colors,Gurgaon,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Media & Public Relations (PR), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,272
Social Media Marketing,Social Hathi India Private Limited,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,273
Creative Writing,Bhashkaranand Joshi,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Creative Writing, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,274
Business Development (Marketing & Sales),For Tomorrow Group Of Education And Training,Dehradun,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,275
Unity Development,Cryenx Labs,Bangalore,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,276
Python Development,LearnFinite Edutech Private Limited,Delhi,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,277
Telecalling,TechoKids,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Telecalling, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,278
Human Resources (HR),ArabEasy,Gurgaon,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,279
Paid Media,Chimpandz Media LLP,Mumbai,"['Machine Learning', 'Deep Learning', 'Python', 'TensorFlow', 'Data Analysis']",General,"Work on machine learning models, AI applications, and contribute to intelligent automation solutions.",2025-09-25 09:35:43.803191,280
Market Research,9Heaven,Delhi,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Market Research, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,281
Social Media Marketing,Chaperone,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,282
Mechanical Engineering,Sagar Defence Engineering Private Limited,Chakan,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,283
Digital Marketing,Adxventure LLP,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,284
Crowdfunding,Muskurahat Foundation,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Crowdfunding, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,285
Web App Development (Zoho Creator),Thomas Assessments,Mumbai,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,286
Maths Teacher For British Curriculum AQA/Edexcel/Cambridge And IB,Vega Visionary,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Maths Teacher For British Curriculum AQA/Edexcel/Cambridge And IB, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,287
Subject Matter Expert (Chemistry),Innovalance Learning Systems,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Subject Matter Expert (Chemistry), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,288
Business Development (Sales),ASTNT Technologies Private Limited,Noida,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,289
Business Development (Sales),Cultfit Healthcare Private Limited,Bangalore,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,290
WordPress Development,M/S Build My Website,Mohali,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,291
Human Resources (HR),Shubham Varshney,Meerut,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,292
Social Media Marketing,ABN Consultants,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,293
Content Writing,Bytesflow Technologies,Chennai,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,294
Marketing,Blackcoffer,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,295
Marketplace Associate,1HR.market,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Marketplace Associate, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,296
Resource Management,Techolution,Hyderabad,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Resource Management, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,297
Technical Content Writing,NattLabs,Bangalore,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,298
Digital Marketing (Email Marketing),Lawtech,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,299
Business Development (Sales),Blue Harpy,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,300
Legal,Gloval International,Mumbai,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Legal, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,301
Human Resources (HR),Afreen Sarkar,Mumbai,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,302
Interior Design,Buddha Education Association Incorporation,Pune,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,303
Application Testing,Blackcoffer,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Application Testing, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,304
Backend Development (Node.js),Techosto,Noida,"['Node.js', 'Express.js', 'Databases', 'APIs', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,305
Graphic Design,Hemophilia Federation (India),Work From Home,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,306
Recruitment,Domnic Lewis Private Limited,Mumbai,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,307
Human Resources (HR),Curaa.in,Nagpur,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,308
Campus Ambassador,Trential,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Campus Ambassador, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,309
Literature & Aesthetics Fellowship,DeepThought Edutech Ventures Private Limited,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Literature & Aesthetics Fellowship, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,310
Graphic Design,Auxeno,Work From Home,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,311
Graphic Design,Fabulous Media Private Limited,Gurgaon,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,312
Graphic Design,Frisky Designs,Work From Home,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,313
Content Writing & Research,One Card Solution Pvt Limited,Work From Home,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,314
Copywriting,"Spectral Media (Sydney, Australia)",Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Copywriting, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,315
Election Research,Jambudweep Shodh Kendra,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Election Research, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,316
Operations,Internshala Trainings,Gurgaon,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Operations, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,317
"Strategic Communications, Media & Public Relations (PR)",Studio Talk (Division Of Pinstripe Zebras),Mumbai,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Strategic Communications, Media & Public Relations (PR), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,318
Business Analytics,REConnect Energy Solutions,Bangalore,"['Data Analysis', 'Excel', 'SQL', 'Reporting']",General,"Analyze large datasets, generate insights, and create visualizations to support data-driven decision making.",2025-09-25 09:35:43.803191,319
Search Engine Optimization (SEO),Fabulous Media Private Limited,Gurgaon,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Search Engine Optimization (SEO), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,320
Digital Marketing,Gandhi Institute For Education And Technology,Bhubaneswar,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,321
Business Development (Sales),Accountant Bazaar,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,322
Sales,Across The Globe (ATG),Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Engage in client interactions, generate leads, and assist in business growth through effective communication.",2025-09-25 09:35:43.803191,323
Appsheet & MIS,Combination Industries,Punewadi,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Appsheet & MIS, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,324
Business Development (Sales),Space Vision Group,Hyderabad,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,325
Software Testing,ICapotech,Mumbai,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Software Testing, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,326
"New Client Aquisition, Key Accounts Management",Pepperfry Limited,Panvel,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,327
Business Development (Sales),KRISHTEC,Erode,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,328
Marketing,CAP Educational Services,Hyderabad,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,329
Copywriting,Ayurveda House Private Limited,Delhi,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Copywriting, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,330
Content Writing,Quadrang Systems,Pune,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,331
Business Development (Sales),PlanThyBusiness.com,Work From Home,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,332
Business Development,Insomniacs Digital Private Limited,Mumbai,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,333
Graphic Design,Social Voyage,Work From Home,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,334
Subject Matter Expert (Geography & Economics),Graveiens Eduservices Private Limited,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Subject Matter Expert (Geography & Economics), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,335
Company Secretary (CS),Analah Capital,Mumbai,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Company Secretary (CS), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,336
Software Development,Ivory,Bangalore,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,337
React Native Development,Technoculture Research,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,338
Media & Public Relations (PR),Simran Khatri,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Media & Public Relations (PR), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,339
Video Editing,Pereyan LLP,Bangalore,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Video Editing, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,340
Fashion Design,Lumiére,Work From Home,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,341
UX/UI Design,STEMpedia,Ahmedabad,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,342
Human Resources (HR),PassionMojo Private Limited,Work From Home,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,343
E-Commerce Sales,Leatherofy Private Limited,Delhi,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Engage in client interactions, generate leads, and assist in business growth through effective communication.",2025-09-25 09:35:43.803191,344
Event Management,Stirring Minds,Delhi,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Event Management, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,345
Subject Matter Expert (SME)- Mechanical Engineering,Endeavor Academy,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,346
HR Operations,UpGrad (U Education Management Private Limited),Gurgaon,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,347
LinkedIn Marketing And Sales,Edugenskill,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,348
Technical Finance,Thomas Cook,Mumbai,"['Financial Analysis', 'Excel', 'Accounting', 'Reporting']",Finance,"Assist in financial reporting, data analysis, and preparing accounting statements.",2025-09-25 09:35:43.803191,349
Social Media Management and Content Creation,WhatAbout,Work From Home,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,350
Business Development (Sales),Webcap Technology,Thane,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,351
Search Engine Optimization (SEO),Quadra Services,Greater Noida,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Search Engine Optimization (SEO), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,352
"Imaging And Code Development Using IMX477, Rasp Pi Module",Systems Engineering Private Limited,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,353
Social Media Marketing,Skalet Internatinal Private Limited,Delhi,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,354
Marketing,Siksha Helpline,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,355
Telecalling,Matrix Acres,Noida,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Telecalling, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,356
Accounting & Bookkeeping,KIE,Roorkee,"['Financial Analysis', 'Excel', 'Accounting', 'Reporting']",Finance,"Assist in financial reporting, data analysis, and preparing accounting statements.",2025-09-25 09:35:43.803191,357
Digital Marketing,INTEGRATED EDUSYSTEMS PRIVATE LIMITED,Delhi,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,358
Edtech Sales,Expertrons MM,Mumbai,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Engage in client interactions, generate leads, and assist in business growth through effective communication.",2025-09-25 09:35:43.803191,359
Subject Matter Expert (SME) Economics,Decorfair Overseas LLP,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Subject Matter Expert (SME) Economics, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,360
Human Resources (HR),Tradexa Technologies Private Limited,Pune,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,361
Technical Recruitment,ECrown Services,Mohali,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,362
Digital Marketing,Creatiwise,Mumbai,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,363
Public Relations,Across The Globe (ATG),Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Public Relations, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,364
Human Resources (HR),Global Headhunters,Work From Home,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,365
Fundraising,Tejaswini Samajik Sanstha,Work From Home,"['Machine Learning', 'Deep Learning', 'Python', 'TensorFlow', 'Data Analysis']",General,"Work on machine learning models, AI applications, and contribute to intelligent automation solutions.",2025-09-25 09:35:43.803191,366
Interior Design,Studio Reve,Chennai,"['UI/UX Design', 'Figma', 'Adobe XD', 'Creativity', 'Prototyping']",General,"Create user-friendly designs, wireframes, and prototypes, and ensure engaging user experiences.",2025-09-25 09:35:43.803191,367
Content Writing (Anime And Manga),Recent Highlights,Work From Home,"['Content Writing', 'SEO', 'Research', 'Editing', 'Creativity']",General,"Research topics, write high-quality content, and optimize for SEO to increase engagement.",2025-09-25 09:35:43.803191,368
Article Writing (Top 20 Type Of IT Articles),Nettv4u,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Article Writing (Top 20 Type Of IT Articles), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,369
SEO Blogging,Calm Sleep,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a SEO Blogging, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,370
Search Engine Optimization (SEO),Pereyan LLP,Bangalore,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Search Engine Optimization (SEO), applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,371
Social Media Marketing,Jan Sharnam,Work From Home,"['Digital Marketing', 'SEO', 'Social Media', 'Content Creation', 'Communication']",Marketing,"Work on digital campaigns, SEO optimization, and managing social media strategies to grow brand presence.",2025-09-25 09:35:43.803191,372
Human Resources (HR),Sharad Saraf,Pune,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,373
Social Work,Pawzz,Work From Home,"['Communication', 'Teamwork', 'Problem Solving']",General,"Contribute effectively as a Social Work, applying relevant skills to achieve project goals.",2025-09-25 09:35:43.803191,374
Business Development (Sales),Roar Media,Kolkata,"['Communication', 'Negotiation', 'CRM Tools', 'Lead Generation']",Marketing,"Contribute to software development projects, write clean code, and collaborate with teams to build scalable applications.",2025-09-25 09:35:43.803191,375
Human Resources (HR),NextGen Techno Ventures Private Limited,Thane,"['Recruitment', 'Communication', 'HR Tools', 'Onboarding']",General,"Support recruitment, employee engagement, and onboarding processes for smooth HR operations.",2025-09-25 09:35:43.803191,376
